before_prompt,after_prompt,move,after_player,after_win_proba,before_player,before_win_proba,commentary
"FEN: 2r2rk1/1b3pbp/pp4q1/2npP2Q/P2N4/2N1B1R1/1P4PP/R6K w - - 1 23
[White]: 84.4% cp:337 Rxg6 fxg6 Qg4 Rce8 Nf3 Ne4 Nxe4 dxe4 Ng5 Rxe5 Qd7 Bd5 (Depth: 15) 
 [White]: 83.5% cp:324 Qh4 Bxe5 Rxg6+ fxg6 Kg1 Rce8 Rd1 Bg7 Nc2 Rxe3 Nxe3 d4 Nf5 Rxf5 (Depth: 15) 
 [White]: 83.3% cp:322 Qh3 Bxe5 Rxg6+ fxg6 Nf3 Bg7 Bxc5 bxc5 Qd7 Ba8 Ng5 h6 Qe6+ Kh8 Nf7+ Kh7 (Depth: 15) 
 ","FEN: 2r2rk1/1b3pbp/pp4R1/2npP2Q/P2N4/2N1B3/1P4PP/R6K b - - 0 23
[Black]: 15.2% cp:-344 fxg6 Qg4 Bxe5 Nf3 Bg7 Bd4 Rf5 Bxg7 Kxg7 Qd4+ Kg8 Kg1 Nb3 Qxb6 (Depth: 15) 
 [Black]: 14.7% cp:-351 hxg6 Qh4 Rfe8 Rf1 Rxe5 Qf2 Rc7 h4 Ne4 Qf4 Nc5 g4 Nd3 (Depth: 15) 
 [Black]: 2.4% cp:-738 Ne6 Rxg7+ Nxg7 Qh3 f5 exf6 Rxf6 Kg1 Rg6 g3 Nf5 Nxf5 (Depth: 15) 
 ",Rxg6,Black,15.18711636566593,White,84.35654789402574,
"FEN: 2r2rk1/1b3pbp/pp4R1/2npP2Q/P2N4/2N1B3/1P4PP/R6K b - - 0 23
[Black]: 15.2% cp:-344 fxg6 Qg4 Bxe5 Nf3 Bg7 Bd4 Rf5 Bxg7 Kxg7 Qd4+ Kg8 Kg1 Nb3 Qxb6 (Depth: 15) 
 [Black]: 14.7% cp:-351 hxg6 Qh4 Rfe8 Rf1 Rxe5 Qf2 Rc7 h4 Ne4 Qf4 Nc5 g4 Nd3 (Depth: 15) 
 [Black]: 2.4% cp:-738 Ne6 Rxg7+ Nxg7 Qh3 f5 exf6 Rxf6 Kg1 Rg6 g3 Nf5 Nxf5 (Depth: 15) 
 ","FEN: 2r2rk1/1b3pb1/pp4p1/2npP2Q/P2N4/2N1B3/1P4PP/R6K w - - 0 24
[White]: 84.1% cp:333 Qf3 Bxe5 Nce2 Bb8 Kg1 Ba7 (Depth: 15) 
 [White]: 83.5% cp:325 Qh3 Rfe8 Rf1 Rxe5 Qg3 Nd3 Qf3 Rc7 h4 Rce7 Bf2 Nxf2+ Qxf2 (Depth: 15) 
 [White]: 83.5% cp:325 Qh4 Rfe8 Nf3 Ne6 Bd4 Rc4 b3 Rb4 Ne2 Rxb3 Kg1 Rd8 Ng5 (Depth: 15) 
 ",hxg6,White,84.09080522857181,Black,15.18711636566593,
"FEN: 2r2rk1/1b3pb1/pp4p1/2npP2Q/P2N4/2N1B3/1P4PP/R6K w - - 0 24
[White]: 84.1% cp:333 Qf3 Bxe5 Nce2 Bb8 Kg1 Ba7 (Depth: 15) 
 [White]: 83.5% cp:325 Qh3 Rfe8 Rf1 Rxe5 Qg3 Nd3 Qf3 Rc7 h4 Rce7 Bf2 Nxf2+ Qxf2 (Depth: 15) 
 [White]: 83.5% cp:325 Qh4 Rfe8 Nf3 Ne6 Bd4 Rc4 b3 Rb4 Ne2 Rxb3 Kg1 Rd8 Ng5 (Depth: 15) 
 ","FEN: 2r2rk1/1b3pb1/pp4p1/2npP1Q1/P2N4/2N1B3/1P4PP/R6K b - - 1 24
[Black]: 16.5% cp:-325 Rfe8 Rf1 Rxe5 Qf4 Re7 h4 a5 h5 Rce8 h6 Be5 Qg5 Nd3 Nf5 Re6 (Depth: 15) 
 [Black]: 15.9% cp:-333 Rce8 Bf4 Nd3 Rf1 Nxe5 Bxe5 Bxe5 Nce2 a5 Nf3 d4 Nxe5 Rxe5 Qxe5 (Depth: 15) 
 [Black]: 11.4% cp:-410 Nd3 e6 Nxb2 Nce2 Nc4 h4 Ne5 h5 Nd3 exf7+ Rxf7 (Depth: 15) 
 ",Qg5,Black,16.451646289656317,White,84.09080522857181,
"FEN: 2r2rk1/1b3pb1/pp4p1/2npP1Q1/P2N4/2N1B3/1P4PP/R6K b - - 1 24
[Black]: 16.5% cp:-325 Rfe8 Rf1 Rxe5 Qf4 Re7 h4 a5 h5 Rce8 h6 Be5 Qg5 Nd3 Nf5 Re6 (Depth: 15) 
 [Black]: 15.9% cp:-333 Rce8 Bf4 Nd3 Rf1 Nxe5 Bxe5 Bxe5 Nce2 a5 Nf3 d4 Nxe5 Rxe5 Qxe5 (Depth: 15) 
 [Black]: 11.4% cp:-410 Nd3 e6 Nxb2 Nce2 Nc4 h4 Ne5 h5 Nd3 exf7+ Rxf7 (Depth: 15) 
 ","FEN: 2r1r1k1/1b3pb1/pp4p1/2npP1Q1/P2N4/2N1B3/1P4PP/R6K w - - 2 25
[White]: 84.9% cp:346 Bf4 Nd3 Rf1 a5 h4 Nxe5 h5 Nd3 hxg6 fxg6 Qxg6 Nxf4 Rxf4 Re1+ Kh2 (Depth: 15) 
 [White]: 84.0% cp:332 Rf1 Rxe5 Qf4 Re7 h4 a5 h5 Nd3 Qf3 Ba6 hxg6 fxg6 Qxd5+ Kh8 Rf7 Rxe3 (Depth: 15) 
 [White]: 82.6% cp:312 Nf3 Nb3 Rd1 d4 Nxd4 Rxe5 Nxb3 Rxg5 Bxg5 Bxc3 bxc3 Rxc3 Nd4 Rc4 Kg1 Rxa4 h3 a5 Ne2 Ba6 (Depth: 15) 
 ",Rfe8,White,84.94124202541562,Black,16.451646289656317,
"FEN: 2r1r1k1/1b3pb1/pp4p1/2npP1Q1/P2N4/2N1B3/1P4PP/R6K w - - 2 25
[White]: 84.9% cp:346 Bf4 Nd3 Rf1 a5 h4 Nxe5 h5 Nd3 hxg6 fxg6 Qxg6 Nxf4 Rxf4 Re1+ Kh2 (Depth: 15) 
 [White]: 84.0% cp:332 Rf1 Rxe5 Qf4 Re7 h4 a5 h5 Nd3 Qf3 Ba6 hxg6 fxg6 Qxd5+ Kh8 Rf7 Rxe3 (Depth: 15) 
 [White]: 82.6% cp:312 Nf3 Nb3 Rd1 d4 Nxd4 Rxe5 Nxb3 Rxg5 Bxg5 Bxc3 bxc3 Rxc3 Nd4 Rc4 Kg1 Rxa4 h3 a5 Ne2 Ba6 (Depth: 15) 
 ","FEN: 2r1r1k1/1b3pb1/pp4p1/2npP1Q1/P2N1B2/2N5/1P4PP/R6K b - - 3 25
[Black]: 16.2% cp:-328 b5 Nce2 Nd3 Rf1 Nxe5 h3 Rc4 Qg3 (Depth: 15) 
 [Black]: 14.4% cp:-357 Nd3 Rf1 a5 h4 Nxe5 Rd1 Ba6 Bxe5 Rxe5 Qf4 (Depth: 15) 
 [Black]: 13.3% cp:-375 a5 h4 Nd3 Rf1 Nxe5 h5 Ba6 Rd1 Rc5 Bxe5 Rxe5 Qd8+ Bf8 Nf3 Rxh5+ Kg1 (Depth: 15) 
 ",Bf4,Black,16.24650625806961,White,84.94124202541562,
"FEN: 2r1r1k1/1b3pb1/pp4p1/2npP1Q1/P2N1B2/2N5/1P4PP/R6K b - - 3 25
[Black]: 16.2% cp:-328 b5 Nce2 Nd3 Rf1 Nxe5 h3 Rc4 Qg3 (Depth: 15) 
 [Black]: 14.4% cp:-357 Nd3 Rf1 a5 h4 Nxe5 Rd1 Ba6 Bxe5 Rxe5 Qf4 (Depth: 15) 
 [Black]: 13.3% cp:-375 a5 h4 Nd3 Rf1 Nxe5 h5 Ba6 Rd1 Rc5 Bxe5 Rxe5 Qd8+ Bf8 Nf3 Rxh5+ Kg1 (Depth: 15) 
 ","FEN: 2r1r1k1/1b3pb1/pp4p1/3pP1Q1/P2N1B2/2Nn4/1P4PP/R6K w - - 4 26
[White]: 85.8% cp:359 Rf1 Nxe5 Bxe5 Rxe5 Qf4 Rf8 a5 Rh5 Qf2 b5 h3 b4 Nce2 Be5 h4 f5 b3 (Depth: 15) 
 [White]: 82.5% cp:310 Bg3 Nxe5 Rf1 Rc4 Bxe5 Rxe5 Qd8+ Kh7 Nce2 Re4 Rxf7 Rcxd4 Rxg7+ Kxg7 Qc7+ Kg8 Qb8+ Kf7 Nxd4 (Depth: 15) 
 [White]: 82.1% cp:305 h4 Rc4 Nce2 Nxf4 Qxf4 Bxe5 Qe3 a5 Qf2 Bc7 (Depth: 15) 
 ",Nd3,White,85.7539197784512,Black,16.24650625806961,
"FEN: 2r1r1k1/1b3pb1/pp4p1/3pP1Q1/P2N1B2/2Nn4/1P4PP/R6K w - - 4 26
[White]: 85.8% cp:359 Rf1 Nxe5 Bxe5 Rxe5 Qf4 Rf8 a5 Rh5 Qf2 b5 h3 b4 Nce2 Be5 h4 f5 b3 (Depth: 15) 
 [White]: 82.5% cp:310 Bg3 Nxe5 Rf1 Rc4 Bxe5 Rxe5 Qd8+ Kh7 Nce2 Re4 Rxf7 Rcxd4 Rxg7+ Kxg7 Qc7+ Kg8 Qb8+ Kf7 Nxd4 (Depth: 15) 
 [White]: 82.1% cp:305 h4 Rc4 Nce2 Nxf4 Qxf4 Bxe5 Qe3 a5 Qf2 Bc7 (Depth: 15) 
 ","FEN: 2r1r1k1/1b3pb1/pp4p1/3pP1Q1/P4B2/2Nn1N2/1P4PP/R6K b - - 5 26
[Black]: 21.5% cp:-259 d4 Nxd4 Rc4 Nde2 b5 axb5 axb5 e6 b4 h3 Kh7 Qh4+ Kg8 exf7+ Kxf7 (Depth: 15) 
 [Black]: 20.0% cp:-277 Rc4 Bg3 d4 Ne2 Bxf3 gxf3 Nxe5 Bxe5 Bxe5 Qd2 d3 Qxd3 Rh4 Qxa6 Rxh2+ Kg1 Bd6 (Depth: 15) 
 [Black]: 19.3% cp:-286 Nxf4 Qxf4 Rc4 Qd2 d4 Ne2 Bxf3 gxf3 Bxe5 Rf1 Bb8 Ng3 Rec8 Qg5 (Depth: 15) 
 ",Nf3,Black,21.50077113718924,White,85.7539197784512,
"FEN: 2r1r1k1/1b3pb1/pp4p1/3pP1Q1/P4B2/2Nn1N2/1P4PP/R6K b - - 5 26
[Black]: 21.5% cp:-259 d4 Nxd4 Rc4 Nde2 b5 axb5 axb5 e6 b4 h3 Kh7 Qh4+ Kg8 exf7+ Kxf7 (Depth: 15) 
 [Black]: 20.0% cp:-277 Rc4 Bg3 d4 Ne2 Bxf3 gxf3 Nxe5 Bxe5 Bxe5 Qd2 d3 Qxd3 Rh4 Qxa6 Rxh2+ Kg1 Bd6 (Depth: 15) 
 [Black]: 19.3% cp:-286 Nxf4 Qxf4 Rc4 Qd2 d4 Ne2 Bxf3 gxf3 Bxe5 Rf1 Bb8 Ng3 Rec8 Qg5 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r2B2/2Nn1N2/1P4PP/R6K w - - 6 27
[White]: 79.9% cp:276 Bg3 d4 Ne2 Bxf3 gxf3 Nxe5 Qd2 Rec8 Bxe5 Bxe5 Rf1 Rc2 Qd3 Bb8 Qxa6 R8c5 f4 Rxb2 Nxd4 Rcc2 (Depth: 15) 
 [White]: 76.9% cp:241 Be3 Nxe5 Nxe5 Bxe5 Re1 Bg7 Bd2 Rxe1+ Bxe1 d4 Qd8+ Kh7 Qd7 dxc3 Bxc3 Rf4 Kg1 Bxc3 bxc3 Be4 (Depth: 15) 
 [White]: 75.8% cp:228 Bd2 d4 Qh4 b5 axb5 Nxe5 Nxe5 Bxe5 bxa6 Ba8 Rf1 Bg7 Qf2 (Depth: 15) 
 ",Rc4,White,79.89910002494706,Black,21.50077113718924,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r2B2/2Nn1N2/1P4PP/R6K w - - 6 27
[White]: 79.9% cp:276 Bg3 d4 Ne2 Bxf3 gxf3 Nxe5 Qd2 Rec8 Bxe5 Bxe5 Rf1 Rc2 Qd3 Bb8 Qxa6 R8c5 f4 Rxb2 Nxd4 Rcc2 (Depth: 15) 
 [White]: 76.9% cp:241 Be3 Nxe5 Nxe5 Bxe5 Re1 Bg7 Bd2 Rxe1+ Bxe1 d4 Qd8+ Kh7 Qd7 dxc3 Bxc3 Rf4 Kg1 Bxc3 bxc3 Be4 (Depth: 15) 
 [White]: 75.8% cp:228 Bd2 d4 Qh4 b5 axb5 Nxe5 Nxe5 Bxe5 bxa6 Ba8 Rf1 Bg7 Qf2 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/2Nn1NB1/1P4PP/R6K b - - 7 27
[Black]: 20.3% cp:-274 d4 Ne2 Bxf3 gxf3 Nxe5 Bxe5 Bxe5 Qd2 b5 Nf4 Bxf4 Qxf4 Rc2 Qxd4 (Depth: 15) 
 [Black]: 18.4% cp:-298 Nc5 Qe3 Rb4 Rf1 Ne6 Ne2 d4 Nexd4 Rxb2 Nxe6 (Depth: 15) 
 [Black]: 15.8% cp:-334 Rb4 Qd2 Nc5 Nxd5 Rb3 Nf6+ Bxf6 exf6 Rxf3 gxf3 Bxf3+ Kg1 (Depth: 15) 
 ",Bg3,Black,20.26198464311304,White,79.89910002494706,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/2Nn1NB1/1P4PP/R6K b - - 7 27
[Black]: 20.3% cp:-274 d4 Ne2 Bxf3 gxf3 Nxe5 Bxe5 Bxe5 Qd2 b5 Nf4 Bxf4 Qxf4 Rc2 Qxd4 (Depth: 15) 
 [Black]: 18.4% cp:-298 Nc5 Qe3 Rb4 Rf1 Ne6 Ne2 d4 Nexd4 Rxb2 Nxe6 (Depth: 15) 
 [Black]: 15.8% cp:-334 Rb4 Qd2 Nc5 Nxd5 Rb3 Nf6+ Bxf6 exf6 Rxf3 gxf3 Bxf3+ Kg1 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/2N2NB1/1n4PP/R6K w - - 0 28
[White]: 86.7% cp:375 e6 Rxe6 Qd8+ Bf8 Nxd5 Bxd5 Qxd5 Re2 Qd7 Re7 Qd8 (Depth: 15) 
 [White]: 85.6% cp:356 Ne2 d4 Nexd4 Rc5 h4 Nd3 h5 Nxe5 Bxe5 Rexe5 Qd8+ Kh7 Nxe5 (Depth: 15) 
 [White]: 84.6% cp:340 Nd1 Nd3 Ne3 Re4 Ng4 d4 h4 b5 Rf1 b4 (Depth: 15) 
 ",Nxb2,White,86.70357598021707,Black,20.26198464311304,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/2N2NB1/1n4PP/R6K w - - 0 28
[White]: 86.7% cp:375 e6 Rxe6 Qd8+ Bf8 Nxd5 Bxd5 Qxd5 Re2 Qd7 Re7 Qd8 (Depth: 15) 
 [White]: 85.6% cp:356 Ne2 d4 Nexd4 Rc5 h4 Nd3 h5 Nxe5 Bxe5 Rexe5 Qd8+ Kh7 Nxe5 (Depth: 15) 
 [White]: 84.6% cp:340 Nd1 Nd3 Ne3 Re4 Ng4 d4 h4 b5 Rf1 b4 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/5NB1/1n2N1PP/R6K b - - 1 28
[Black]: 15.5% cp:-339 Nxa4 Rf1 Nc5 Nd2 Ne4 Nxe4 Rxe4 Ng1 d4 Nf3 Re2 h4 d3 (Depth: 15) 
 [Black]: 14.7% cp:-352 d4 Nexd4 Nd3 h4 Nc5 Re1 Nd3 Rf1 Nc5 Qf4 (Depth: 15) 
 [Black]: 13.8% cp:-366 Nd3 Ned4 Nc5 h4 Ne4 Qf4 Bc8 Re1 Rxa4 Kh2 Bd7 Rxe4 dxe4 Ng5 (Depth: 15) 
 ",Ne2,Black,15.51194226263037,White,86.70357598021707,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/P1r5/5NB1/1n2N1PP/R6K b - - 1 28
[Black]: 15.5% cp:-339 Nxa4 Rf1 Nc5 Nd2 Ne4 Nxe4 Rxe4 Ng1 d4 Nf3 Re2 h4 d3 (Depth: 15) 
 [Black]: 14.7% cp:-352 d4 Nexd4 Nd3 h4 Nc5 Re1 Nd3 Rf1 Nc5 Qf4 (Depth: 15) 
 [Black]: 13.8% cp:-366 Nd3 Ned4 Nc5 h4 Ne4 Qf4 Bc8 Re1 Rxa4 Kh2 Bd7 Rxe4 dxe4 Ng5 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1r5/5NB1/4N1PP/R6K w - - 0 29
[White]: 85.1% cp:349 Rf1 Nc5 Nfd4 Bc8 h4 b5 h5 Ne4 Qf4 (Depth: 15) 
 [White]: 84.9% cp:345 Ned4 Nc5 Qh4 Bc8 h3 b5 Ng5 Ne4 Nxe4 dxe4 (Depth: 15) 
 [White]: 84.2% cp:335 Rxa4 Rxa4 h4 d4 Nexd4 b5 h5 Bxf3 Nxf3 gxh5 Qf5 Rg4 Ng5 Re7 Bf4 b4 (Depth: 15) 
 ",Nxa4,White,85.13210454160927,Black,15.51194226263037,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1r5/5NB1/4N1PP/R6K w - - 0 29
[White]: 85.1% cp:349 Rf1 Nc5 Nfd4 Bc8 h4 b5 h5 Ne4 Qf4 (Depth: 15) 
 [White]: 84.9% cp:345 Ned4 Nc5 Qh4 Bc8 h3 b5 Ng5 Ne4 Nxe4 dxe4 (Depth: 15) 
 [White]: 84.2% cp:335 Rxa4 Rxa4 h4 d4 Nexd4 b5 h5 Bxf3 Nxf3 gxh5 Qf5 Rg4 Ng5 Re7 Bf4 b4 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1r5/5NB1/4N1PP/5R1K b - - 1 29
[Black]: 16.0% cp:-332 Re4 Ned4 Nc5 h3 a5 Nb5 Ba6 Nd6 Bxf1 Nxe8 Ne6 Qd2 (Depth: 15) 
 [Black]: 14.7% cp:-352 Nc5 Ned4 Ne4 Qh4 Bc8 Bf4 b5 e6 Bxe6 Nxe6 Rxe6 Qd8+ Kh7 Qxd5 Nf2+ Kg1 Rxf4 Rxf2 (Depth: 15) 
 [Black]: 12.9% cp:-382 d4 e6 Rxe6 Qd8+ Bf8 Nexd4 Nc5 Nxe6 Nxe6 Qxb6 Rb4 Qf2 Rb5 Qa7 Rb4 Rd1 (Depth: 15) 
 ",Rf1,Black,15.976199694366905,White,85.13210454160927,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1r5/5NB1/4N1PP/5R1K b - - 1 29
[Black]: 16.0% cp:-332 Re4 Ned4 Nc5 h3 a5 Nb5 Ba6 Nd6 Bxf1 Nxe8 Ne6 Qd2 (Depth: 15) 
 [Black]: 14.7% cp:-352 Nc5 Ned4 Ne4 Qh4 Bc8 Bf4 b5 e6 Bxe6 Nxe6 Rxe6 Qd8+ Kh7 Qxd5 Nf2+ Kg1 Rxf4 Rxf2 (Depth: 15) 
 [Black]: 12.9% cp:-382 d4 e6 Rxe6 Qd8+ Bf8 Nexd4 Nc5 Nxe6 Nxe6 Qxb6 Rb4 Qf2 Rb5 Qa7 Rb4 Rd1 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n7/5NB1/2r1N1PP/5R1K w - - 2 30
[White]: 92.7% cp:509 Ned4 Nc5 Nxc2 Ne4 Qh4 d4 Ng5 Nxg5 Qxg5 d3 Ne3 Rc8 (Depth: 15) 
 [White]: 91.8% cp:484 e6 Rxe6 Ned4 Re8 Nxc2 d4 Ncxd4 Nc5 Rd1 Nd3 Rxd3 Bxd4 Rxd4 Bxf3 gxf3 (Depth: 15) 
 [White]: 91.1% cp:464 Qh4 Rc4 Nf4 Rec8 e6 fxe6 Ng5 Rxf4 Bxf4 d4 (Depth: 15) 
 ",Rc2,White,92.7236891235625,Black,15.976199694366905,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n7/5NB1/2r1N1PP/5R1K w - - 2 30
[White]: 92.7% cp:509 Ned4 Nc5 Nxc2 Ne4 Qh4 d4 Ng5 Nxg5 Qxg5 d3 Ne3 Rc8 (Depth: 15) 
 [White]: 91.8% cp:484 e6 Rxe6 Ned4 Re8 Nxc2 d4 Ncxd4 Nc5 Rd1 Nd3 Rxd3 Bxd4 Rxd4 Bxf3 gxf3 (Depth: 15) 
 [White]: 91.1% cp:464 Qh4 Rc4 Nf4 Rec8 e6 fxe6 Ng5 Rxf4 Bxf4 d4 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n2N4/5NB1/2r3PP/5R1K b - - 3 30
[Black]: 8.4% cp:-479 Nc3 Nxc2 d4 Qh4 Bxf3 gxf3 d3 Ne3 d2 Qc4 Bh6 Qxc3 Bxe3 (Depth: 15) 
 [Black]: 7.1% cp:-514 Nc5 Nxc2 Ne4 Qh4 d4 Ng5 Nxg5 Qxg5 d3 Ne3 d2 Qf4 Rf8 Nd1 a5 Qf2 Ba6 (Depth: 15) 
 [Black]: 6.9% cp:-520 Rc4 e6 Rf8 Be5 Nc5 Bxg7 Ne4 (Depth: 15) 
 ",Ned4,Black,8.355476698025463,White,92.7236891235625,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n2N4/5NB1/2r3PP/5R1K b - - 3 30
[Black]: 8.4% cp:-479 Nc3 Nxc2 d4 Qh4 Bxf3 gxf3 d3 Ne3 d2 Qc4 Bh6 Qxc3 Bxe3 (Depth: 15) 
 [Black]: 7.1% cp:-514 Nc5 Nxc2 Ne4 Qh4 d4 Ng5 Nxg5 Qxg5 d3 Ne3 d2 Qf4 Rf8 Nd1 a5 Qf2 Ba6 (Depth: 15) 
 [Black]: 6.9% cp:-520 Rc4 e6 Rf8 Be5 Nc5 Bxg7 Ne4 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1rN4/5NB1/6PP/5R1K w - - 4 31
[White]: 95.0% cp:590 e6 Nc3 exf7+ Kxf7 Nh4+ Kg8 Qxg6 Re7 Ndf5 (Depth: 15) 
 [White]: 92.6% cp:505 Qh4 Rxd4 Qxd4 Nc5 Ng5 Ne4 Nxe4 dxe4 Qd7 Rxe5 Qxf7+ Kh7 Bxe5 (Depth: 15) 
 [White]: 90.9% cp:460 Qf4 Nc5 Ng5 Re7 Qh4 Rxd4 Qxd4 Kf8 Qf4 d4 Qxd4 Ne6 Nxe6+ Rxe6 Qd7 Re7 Qd8+ Re8 (Depth: 15) 
 ",Rc4,White,95.02634884414432,Black,8.355476698025463,
"FEN: 4r1k1/1b3pb1/pp4p1/3pP1Q1/n1rN4/5NB1/6PP/5R1K w - - 4 31
[White]: 95.0% cp:590 e6 Nc3 exf7+ Kxf7 Nh4+ Kg8 Qxg6 Re7 Ndf5 (Depth: 15) 
 [White]: 92.6% cp:505 Qh4 Rxd4 Qxd4 Nc5 Ng5 Ne4 Nxe4 dxe4 Qd7 Rxe5 Qxf7+ Kh7 Bxe5 (Depth: 15) 
 [White]: 90.9% cp:460 Qf4 Nc5 Ng5 Re7 Qh4 Rxd4 Qxd4 Kf8 Qf4 d4 Qxd4 Ne6 Nxe6+ Rxe6 Qd7 Re7 Qd8+ Re8 (Depth: 15) 
 ","FEN: 4r1k1/1b3pb1/pp2P1p1/3p2Q1/n1rN4/5NB1/6PP/5R1K b - - 0 31
[Black]: 5.5% cp:-570 Rf8 Be5 Rxd4 Bxg7 Rd1 exf7+ Kxg7 Qe5+ Kh7 Rxd1 Rxf7 (Depth: 15) 
 [Black]: 3.9% cp:-640 Nc5 exf7+ Kxf7 Ne5+ Kg8 Qxg6 Rxd4 Qxe8+ Kh7 Qg6+ Kg8 Qf7+ Kh8 Nf3 (Depth: 15) 
 [Black]: 3.7% cp:-651 Bc6 exf7+ Kxf7 Nxc6 Rxc6 Nd4+ Kg8 Nxc6 Re6 Ne7+ Rxe7 Qxe7 Nc3 Qe6+ Kh7 Qh3+ Kg8 Qc8+ Kh7 (Depth: 15) 
 ",e6,Black,5.468131721594077,White,95.02634884414432,
"FEN: 4r1k1/1b3pb1/pp2P1p1/3p2Q1/n1rN4/5NB1/6PP/5R1K b - - 0 31
[Black]: 5.5% cp:-570 Rf8 Be5 Rxd4 Bxg7 Rd1 exf7+ Kxg7 Qe5+ Kh7 Rxd1 Rxf7 (Depth: 15) 
 [Black]: 3.9% cp:-640 Nc5 exf7+ Kxf7 Ne5+ Kg8 Qxg6 Rxd4 Qxe8+ Kh7 Qg6+ Kg8 Qf7+ Kh8 Nf3 (Depth: 15) 
 [Black]: 3.7% cp:-651 Bc6 exf7+ Kxf7 Nxc6 Rxc6 Nd4+ Kg8 Nxc6 Re6 Ne7+ Rxe7 Qxe7 Nc3 Qe6+ Kh7 Qh3+ Kg8 Qc8+ Kh7 (Depth: 15) 
 ","FEN: 4r1k1/1b4b1/pp2p1p1/3p2Q1/n1rN4/5NB1/6PP/5R1K w - - 0 32
[White]: 98.4% cp:821 Be5 Rf8 Qxg6 Rf7 Re1 Rc1 Rxc1 Nb2 Bxg7 Rxg7 Qxe6+ Kh8 (Depth: 15) 
 [White]: 97.8% cp:756 Qxg6 Rf8 Nxe6 Rf7 Neg5 Rf6 Qh7+ Kf8 Ne6+ Ke8 Nxg7+ Ke7 Nf5+ Kd8 Qg8+ Kd7 (Depth: 15) 
 [White]: 95.4% cp:606 Bd6 Nc5 Qxg6 Ne4 Qxe8+ Kh7 Ng5+ Nxg5 Qh5+ Kg8 Qxg5 Rxd4 (Depth: 15) 
 ",fxe6,White,98.3777490646483,Black,5.468131721594077,
"FEN: 4r1k1/1b4b1/pp2p1p1/3p2Q1/n1rN4/5NB1/6PP/5R1K w - - 0 32
[White]: 98.4% cp:821 Be5 Rf8 Qxg6 Rf7 Re1 Rc1 Rxc1 Nb2 Bxg7 Rxg7 Qxe6+ Kh8 (Depth: 15) 
 [White]: 97.8% cp:756 Qxg6 Rf8 Nxe6 Rf7 Neg5 Rf6 Qh7+ Kf8 Ne6+ Ke8 Nxg7+ Ke7 Nf5+ Kd8 Qg8+ Kd7 (Depth: 15) 
 [White]: 95.4% cp:606 Bd6 Nc5 Qxg6 Ne4 Qxe8+ Kh7 Ng5+ Nxg5 Qh5+ Kg8 Qxg5 Rxd4 (Depth: 15) 
 ","FEN: 4r1k1/1b4b1/pp2p1Q1/3p4/n1rN4/5NB1/6PP/5R1K b - - 0 32
[Black]: 2.7% cp:-717 Rf8 Nxe6 Rf7 Neg5 Rf6 Qh7+ Kf8 Ne6+ Ke7 Nxg7 Rg4 Re1+ Re4 (Depth: 15) 
 [Black]: 0.5% cp:-1072 Rc1 Qxe8+ Kh7 Rxc1 e5 Ng5+ Kh6 Qe6+ Kh5 Ndf3 d4 Qf7+ Kg4 (Depth: 15) 
 [Black]: 0.0% cp:-inf Rxd4 Ng5 Rf4 Qxe8+ Bf8 Rxf4 Kg7 Qxf8+ Kg6 Rf6+ Kxg5 Qh6+ Kg4 Qg6# (Depth: 15) 
 ",Qxg6,Black,2.6988107463497855,White,98.3777490646483,
